Mandi Name - Agmark,Mandi Name (Hi),District ID,District Name - Agmark,State Name,Source
Miao,मियाओ,3213,Changlang,Arunachal Pradesh,Agmark
Roing,रोइंग,3214,Lower Dibang Valley,Arunachal Pradesh,Agmark
Sivasagar,शिवसागर,212,Sibsagar,Assam,Agmark
Bongiagaon,बोंगियागांव,219,Bangaigaon,Assam,Agmark
Cachar,कछार,0201,Cachar,Assam,Agmark
Karimganj,करीमगंज,0202,Karimganj,Assam,Agmark
Goalpara,गोलपाड़ा,0203,Goalpara,Assam,Agmark
Gauripur,गौरीपुर,0204,Dhubri,Assam,Agmark
Srirampur,श्रीरामपुर,0205,Kokrajhar,Assam,Agmark
Goreswar,गोरेश्वर,0206,Kamrup,Assam,Agmark
P.O. Uparhali Guwahati,पी.ओ. उपरहाली गुवाहाटी,0206,Kamrup,Assam,Agmark
Pamohi(Garchuk),पमोही(गरचुक),0206,Kamrup,Assam,Agmark
Bohorihat,बोहोरीहाट,0207,Barpeta,Assam,Agmark
Howly,कैसे,0207,Barpeta,Assam,Agmark
Kharupetia,खरुपेटिया,0208,Darrang,Assam,Agmark
Dhekiajuli,ढेकियाजुली,0209,Sonitpur,Assam,Agmark
Dhing,ढींग,0210,Nagaon,Assam,Agmark
Lanka,लंका,0210,Nagaon,Assam,Agmark
Jorhat,जोरहाट,0211,Jorhat,Assam,Agmark
North Lakhimpur,उत्तरी लखीमपुर,0213,Lakhimpur,Assam,Agmark
Dibrugarh,डिब्रूगढ़,0214,Dibrugarh,Assam,Agmark
Nalbari,नलबाड़ी,0217,Nalbari,Assam,Agmark
Golaghat,गोलाघाट,0218,Golaghat,Assam,Agmark
Silapathar,सिलापथर,0220,Dhemaji,Assam,Agmark
Kushtholy,कुशथोली,0221,Marigaon,Assam,Agmark
Hailakandi,हैलाकांडी,0222,Hailakandi,Assam,Agmark
Tinsukia,तिनसुकिया,0223,Tinsukia,Assam,Agmark
Gopalganj,गोपालगंज,309,Gopalgang,Bihar,Agmark
Chakia,चकिया,310,East Champaran/ Motihari,Bihar,Agmark
Madhuban,मधुबन,310,East Champaran/ Motihari,Bihar,Agmark
Motihari,मोतिहारी,310,East Champaran/ Motihari,Bihar,Agmark
Raxaul,रक्सौल,310,East Champaran/ Motihari,Bihar,Agmark
Bettiah,बेतिया,311,West Chambaran,Bihar,Agmark
Narkatiaganj,नरकटियागंज,311,West Chambaran,Bihar,Agmark
Ramnagar,रामनगर,311,West Chambaran,Bihar,Agmark
Munghair,मुंघेयर,322,Munghair,Bihar,Agmark
Lakhisarai,लखीसराय,323,Luckeesarai,Bihar,Agmark
Surjyagarha,सूर्यगढ़,323,Luckeesarai,Bihar,Agmark
Barari,बरारी,327,Kaithar,Bihar,Agmark
Barsoi,बरसोई,327,Kaithar,Bihar,Agmark
"Gerabari, Korha Block","गेराबाड़ी, कोरह प्रखंड",327,Kaithar,Bihar,Agmark
Katihar,कटिहार,327,Kaithar,Bihar,Agmark
Kaimur,कैमूर,329,Kaimur/Bhabhua,Bihar,Agmark
Mohana,मोहन,329,Kaimur/Bhabhua,Bihar,Agmark
Bhagwanpur Mandi,भगवानपुर मंडी,336,Muzaffarpur,Bihar,Agmark
Muzaffarpur,मुजफ्फरपुर,336,Muzaffarpur,Bihar,Agmark
Bihta,बिहटा,0301,Patna,Bihar,Agmark
Danapur,दानापुर,0301,Patna,Bihar,Agmark
Mokama,मोकामा,0301,Patna,Bihar,Agmark
Patna (Musallahpur),पटना (मुसल्लाहपुर)।,0301,Patna,Bihar,Agmark
Patna City,पटना शहर,0301,Patna,Bihar,Agmark
Biharsharif,बिहारशरीफ,0302,Nalanda,Bihar,Agmark
Harnaut,हरनौत,0302,Nalanda,Bihar,Agmark
Aarah,आरा,0303,Bhojpur,Bihar,Agmark
Bihiya,बिहिया,0303,Bhojpur,Bihar,Agmark
Piro,पिरो,0303,Bhojpur,Bihar,Agmark
Dehri,डेहरी,0304,Rohtas,Bihar,Agmark
Kochas (Balthari),कोचस (बलथरी),0304,Rohtas,Bihar,Agmark
Natwar,नटवर,0304,Rohtas,Bihar,Agmark
Nokha,नोखा,0304,Rohtas,Bihar,Agmark
Sasaram,सासाराम,0304,Rohtas,Bihar,Agmark
Vikramganj,विक्रमगंज,0304,Rohtas,Bihar,Agmark
Gaya,गया,0305,Gaya,Bihar,Agmark
Tekari,टेकरी,0305,Gaya,Bihar,Agmark
Aurangabad,औरंगाबाद,0306,Aurangabad,Bihar,Agmark
Daunagar,दाऊनगर,0306,Aurangabad,Bihar,Agmark
Kutumba,कुटुम्ब,0306,Aurangabad,Bihar,Agmark
Sonpur,सोनपुर,0307,Saran,Bihar,Agmark
Maharjganj,महाराजगंज,0308,Siwan,Bihar,Agmark
Siwan,सिवान,0308,Siwan,Bihar,Agmark
Bihariganj,बिहारीगंज,0312,Madhepura,Bihar,Agmark
Murliganj,मुरलीगंज,0312,Madhepura,Bihar,Agmark
Singheswarsthan,सिंहेश्वरस्थान,0312,Madhepura,Bihar,Agmark
Hajipur,हाजीपुर,0313,Vaishali,Bihar,Agmark
"Jaitipir Mandi, Lalganj block","जैतीपीर मंडी, लालगंज प्रखंड",0313,Vaishali,Bihar,Agmark
"Parsoniya Mandi, Mahua block","परसोनिया मंडी, महुआ प्रखंड",0313,Vaishali,Bihar,Agmark
"Pateri Belchar Mandi, Bhagwanpur block","पटेरी बेलचर मंडी, भगवानपुर प्रखंड",0313,Vaishali,Bihar,Agmark
Sitamarhi,सीतामढ़ी,0314,Sitamarhi,Bihar,Agmark
Bahadurpur (Ekmi Ghat),बहादुरपुर (एकमी घाट),0315,Darbhanga,Bihar,Agmark
Benipir,बेनीपीर,0315,Darbhanga,Bihar,Agmark
Biraul,बिरौल,0315,Darbhanga,Bihar,Agmark
Darbhanga,दरभंगा,0315,Darbhanga,Bihar,Agmark
Benipatti,बेनीपट्टी,0316,Madhubani,Bihar,Agmark
Jahajharpur,जहाजरपुर,0316,Madhubani,Bihar,Agmark
Jainagar,जयनगर,0316,Madhubani,Bihar,Agmark
Madhubani,मधुबनी,0316,Madhubani,Bihar,Agmark
Saidpurhat,सैदपुरहाट,0317,Samastipur,Bihar,Agmark
Samastipur,समस्तीपुर,0317,Samastipur,Bihar,Agmark
Tajpur,ताजपुर,0317,Samastipur,Bihar,Agmark
Balliah,बलिया,0318,Begusarai,Bihar,Agmark
Begusarai,बेगूसराय,0318,Begusarai,Bihar,Agmark
Teghra,तेघरा,0318,Begusarai,Bihar,Agmark
Khagaria,खगरिया,0319,Khagaria,Bihar,Agmark
Mansi Mandi,मानसी मंडी,0319,Khagaria,Bihar,Agmark
Bhagalpur,भागलपुर,0320,Bhagalpur,Bihar,Agmark
Bihpur,बिहपुर,0320,Bhagalpur,Bihar,Agmark
Kahalgaon,कहलगांव,0320,Bhagalpur,Bihar,Agmark
Naugachiya,नौगछिया,0320,Bhagalpur,Bihar,Agmark
Amarpur,अमरपुर,0321,Banka,Bihar,Agmark
Barahat,बाराहाट,0321,Banka,Bihar,Agmark
Rajaun,रजौन,0321,Banka,Bihar,Agmark
Barbigha,बरबीघा,0324,Sheikhpura,Bihar,Agmark
Shekhpura,शेखपुरा,0324,Sheikhpura,Bihar,Agmark
Saharsa,सहरसा,0325,Saharsa,Bihar,Agmark
Bhawanipur,भवानीपुर,0326,Purnea,Bihar,Agmark
Gulabbagh,गुलाबबाग,0326,Purnea,Bihar,Agmark
Kaswa,कसवा,0326,Purnea,Bihar,Agmark
Brahmpur,ब्रह्मपुर,0328,Buxar,Bihar,Agmark
Buxur,बक्सर,0328,Buxar,Bihar,Agmark
Dumarao,डुमराव,0328,Buxar,Bihar,Agmark
Jehanabad,जहानाबाद,0330,Jehanabad,Bihar,Agmark
Nawada,नवादा,0331,Nawada,Bihar,Agmark
Rajauli,रजौली,0331,Nawada,Bihar,Agmark
Jamui,जमुई,0332,Jamui,Bihar,Agmark
Sikandara,सिकन्दरा,0332,Jamui,Bihar,Agmark
Bahadurganj,बहादुरगंज,0333,Kishanganj,Bihar,Agmark
Kishanganj,किशनगंज,0333,Kishanganj,Bihar,Agmark
Thakurganj,ठाकुरगंज,0333,Kishanganj,Bihar,Agmark
Arreria,अरेरिया,0334,Araria,Bihar,Agmark
Forbesganj,फोर्बेस्गंज,0334,Araria,Bihar,Agmark
Raniganj,रानीगंज,0334,Araria,Bihar,Agmark
Birpur,बीरपुर,0335,Supaul,Bihar,Agmark
Supaul,सुपौल,0335,Supaul,Bihar,Agmark
Triveniganj,त्रिवेणीगंज,0335,Supaul,Bihar,Agmark
Sheohar,शिवहर,0337,Sheohar,Bihar,Agmark
Arwal,अरवल,0338,Arwal,Bihar,Agmark
Chhapra,छपरा,#N/A,Chhapra,Bihar,Agmark
Chandigarh (F&V),चंडीगढ़ (एफ और वी),#N/A,Chandigarh,Chandigarh,Agmark
Chandigarh(Grain/Fruit),चंडीगढ़ (अनाज/फल),#N/A,Chandigarh,Chandigarh,Agmark
Biranpur kalan (Sahaspur Lohra),बीरनपुर कलां (सहसपुर लोहरा),2306,Kabirdham,Chattisgarh,Agmark
Kawardha,कवर्धा,2306,Kabirdham,Chattisgarh,Agmark
Kunda,कुंदा,2306,Kabirdham,Chattisgarh,Agmark
Pandariya,पंडरिया,2306,Kabirdham,Chattisgarh,Agmark
Pipriya,पिपरिया,2306,Kabirdham,Chattisgarh,Agmark
Amoda,अमोदा,2308,Kanker,Chattisgarh,Agmark
Antagarh,अंतागढ़,2308,Kanker,Chattisgarh,Agmark
Bardewri,बारदेवरी,2308,Kanker,Chattisgarh,Agmark
Bhanupratappur,भानुप्रतापपुर,2308,Kanker,Chattisgarh,Agmark
Charama,चारामा,2308,Kanker,Chattisgarh,Agmark
Dudhawa,दुधवा,2308,Kanker,Chattisgarh,Agmark
Kanker,कांकेर,2308,Kanker,Chattisgarh,Agmark
Korar,कोरार,2308,Kanker,Chattisgarh,Agmark
Lakhanpuri,लखनपुरी,2308,Kanker,Chattisgarh,Agmark
Narharpur,नरहरपुर,2308,Kanker,Chattisgarh,Agmark
Pakhanjur,पखांजुर,2308,Kanker,Chattisgarh,Agmark
Sambalpur,संबलपुर,2308,Kanker,Chattisgarh,Agmark
Sarona,सरोना,2308,Kanker,Chattisgarh,Agmark
Akaltara,अकालतारा,2311,Janjgir,Chattisgarh,Agmark
Amadula,अमादुला,2311,Janjgir,Chattisgarh,Agmark
Baloda(Janjgir Campus),बलौदा (जांजगीर परिसर),2311,Janjgir,Chattisgarh,Agmark
Baradwar,बाराद्वार,2311,Janjgir,Chattisgarh,Agmark
Birra,बिर्रा,2311,Janjgir,Chattisgarh,Agmark
Champa,चंपा,2311,Janjgir,Chattisgarh,Agmark
Chandrapur,चंद्रपुर,2311,Janjgir,Chattisgarh,Agmark
Hasoad,हसोद,2311,Janjgir,Chattisgarh,Agmark
Jaijaipur,जयजयपुर,2311,Janjgir,Chattisgarh,Agmark
Kotmi,कोटमी,2311,Janjgir,Chattisgarh,Agmark
Naila,नैला,2311,Janjgir,Chattisgarh,Agmark
Rahod,राहोद,2311,Janjgir,Chattisgarh,Agmark
Sapti,सप्ति,2311,Janjgir,Chattisgarh,Agmark
Shakti,शक्ति,2311,Janjgir,Chattisgarh,Agmark
Shivrinarayanpur,शिवरीनारायणपुर,2311,Janjgir,Chattisgarh,Agmark
Baikunthpur,बैकुंठपुर,2314,Koria,Chattisgarh,Agmark
Manendragarh,मनेन्द्रगढ़,2314,Koria,Chattisgarh,Agmark
Narayanpur,नारायणपुर,2318,Narayanpur,Chattisgarh,Agmark
Bemetara,बेमेतरा,2320,Bemetara,Chattisgarh,Agmark
Bemetara(Darhi),बेमेतरा(दढ़ी),2320,Bemetara,Chattisgarh,Agmark
Bemetara(Navagarh),बेमेतरा(नवागढ़),2320,Bemetara,Chattisgarh,Agmark
Bemetara(Thankhamaria),बेमेतरा(थंखमारिया),2320,Bemetara,Chattisgarh,Agmark
Berla,बेरला,2320,Bemetara,Chattisgarh,Agmark
Dadhi,दधी,2320,Bemetara,Chattisgarh,Agmark
Saja,साजा,2320,Bemetara,Chattisgarh,Agmark
Sambalpur (Bemetra),संबलपुर (बेमेतरा),2320,Bemetara,Chattisgarh,Agmark
Lormi,लोरमी,2321,Mungeli,Chattisgarh,Agmark
Munguli,मुंगुली,2321,Mungeli,Chattisgarh,Agmark
Pathriya,पथरिया,2321,Mungeli,Chattisgarh,Agmark
Sargaon,सरगांव,2321,Mungeli,Chattisgarh,Agmark
Balodabazar,बलौदाबाजार,2322,Balodabazar,Chattisgarh,Agmark
Bhatapara,भाटापारा,2322,Balodabazar,Chattisgarh,Agmark
Bhatgaon,भटगांव,2322,Balodabazar,Chattisgarh,Agmark
Kasdol,कसडोल,2322,Balodabazar,Chattisgarh,Agmark
Palari,पलारी,2322,Balodabazar,Chattisgarh,Agmark
Pangaon,पनगाँव,2322,Balodabazar,Chattisgarh,Agmark
Sarsiwan,सरसीवान,2322,Balodabazar,Chattisgarh,Agmark
Simga,सिमगा,2322,Balodabazar,Chattisgarh,Agmark
Chura,चुरा,2323,Gariyaband,Chattisgarh,Agmark
Devbhog,देवभोग,2323,Gariyaband,Chattisgarh,Agmark
Gariyaband,गरियाबंद,2323,Gariyaband,Chattisgarh,Agmark
Phingeshwer,फिंगेश्वर,2323,Gariyaband,Chattisgarh,Agmark
Rajim,राजिम,2323,Gariyaband,Chattisgarh,Agmark
Bededonger,बेडडोंगर,2324,Kondagaon,Chattisgarh,Agmark
Chhinari,छिनारी,2324,Kondagaon,Chattisgarh,Agmark
Dhanora,धनोरा,2324,Kondagaon,Chattisgarh,Agmark
Gamhari,गम्हारी,2324,Kondagaon,Chattisgarh,Agmark
Hirapur,हीरापुर,2324,Kondagaon,Chattisgarh,Agmark
Keshkal,केशकल,2324,Kondagaon,Chattisgarh,Agmark
Kondagoan,कोंडागांव,2324,Kondagaon,Chattisgarh,Agmark
Makdi,मकड़ी,2324,Kondagaon,Chattisgarh,Agmark
Mardapal,मर्दपाल,2324,Kondagaon,Chattisgarh,Agmark
Pharasgaon,फरसगांव,2324,Kondagaon,Chattisgarh,Agmark
Vishrampur,विश्रामपुर,2324,Kondagaon,Chattisgarh,Agmark
Doranpal,दोरानपाल,2325,Sukma,Chattisgarh,Agmark
Konta,कोंटा,2325,Sukma,Chattisgarh,Agmark
Kukanar,कुकनार,2325,Sukma,Chattisgarh,Agmark
Sukma,सुकमा,2325,Sukma,Chattisgarh,Agmark
Pratappur,प्रतापपुर,2327,Surajpur,Chattisgarh,Agmark
Surajpur,सूरजपुर,2327,Surajpur,Chattisgarh,Agmark
Abhanpur,अभनपुर,2301,Raipur,Chattisgarh,Agmark
Anand Nagar,आनंद नगर,2301,Raipur,Chattisgarh,Agmark
Arang,आरंग,2301,Raipur,Chattisgarh,Agmark
Bhaisa,भाईसा,2301,Raipur,Chattisgarh,Agmark
Kharora,खरोरा,2301,Raipur,Chattisgarh,Agmark
Mandirhasoad,मंदिरहासोद,2301,Raipur,Chattisgarh,Agmark
Navagaon,नवागांव,2301,Raipur,Chattisgarh,Agmark
Navapara,नवापारा,2301,Raipur,Chattisgarh,Agmark
Neora,नीरा,2301,Raipur,Chattisgarh,Agmark
Raipur,रायपुर,2301,Raipur,Chattisgarh,Agmark
Silyari,सिलिअरी,2301,Raipur,Chattisgarh,Agmark
Tulsi,तुलसी,2301,Raipur,Chattisgarh,Agmark
Bagbahra,बागबाहरा,2302,Mahasamund,Chattisgarh,Agmark
Baloda,बलोदा,2302,Mahasamund,Chattisgarh,Agmark
Basana,बसाना,2302,Mahasamund,Chattisgarh,Agmark
Bhavarpur,भवरपुर,2302,Mahasamund,Chattisgarh,Agmark
Bheemkhoj,भीमखोज,2302,Mahasamund,Chattisgarh,Agmark
Bhoring,भोरिंग,2302,Mahasamund,Chattisgarh,Agmark
Bhurkoni,भुरकोनी,2302,Mahasamund,Chattisgarh,Agmark
Jhalap,झलक,2302,Mahasamund,Chattisgarh,Agmark
Komakhan,कोमाखान,2302,Mahasamund,Chattisgarh,Agmark
Mahasamund,महासमुंद,2302,Mahasamund,Chattisgarh,Agmark
Pirda,पर्दा,2302,Mahasamund,Chattisgarh,Agmark
Pithoura,पिथौरा,2302,Mahasamund,Chattisgarh,Agmark
Sakra,सकारा,2302,Mahasamund,Chattisgarh,Agmark
Sarayapali,सरायपाली,2302,Mahasamund,Chattisgarh,Agmark
Sindhanpur,सिंधनपुर,2302,Mahasamund,Chattisgarh,Agmark
Tendukona,तेंदूकोना,2302,Mahasamund,Chattisgarh,Agmark
Toshgaon,तोशगाँव,2302,Mahasamund,Chattisgarh,Agmark
Aamdi,आमदी,2303,Dhamtari,Chattisgarh,Agmark
Belarbahara,बेलरबाहरा,2303,Dhamtari,Chattisgarh,Agmark
Belargaon,बेलरगांव,2303,Dhamtari,Chattisgarh,Agmark
Belora,बेलोरा,2303,Dhamtari,Chattisgarh,Agmark
Bhakhara,भाखरा,2303,Dhamtari,Chattisgarh,Agmark
Bhendri,भेंडरी,2303,Dhamtari,Chattisgarh,Agmark
Boraee,बोरी,2303,Dhamtari,Chattisgarh,Agmark
Chhati,छती,2303,Dhamtari,Chattisgarh,Agmark
Dhamtari,धमतरी,2303,Dhamtari,Chattisgarh,Agmark
Gattasilli,गट्टासिली,2303,Dhamtari,Chattisgarh,Agmark
Kurud,कुरुद,2303,Dhamtari,Chattisgarh,Agmark
Magarload,मगरलोड,2303,Dhamtari,Chattisgarh,Agmark
Nagari,नागरी,2303,Dhamtari,Chattisgarh,Agmark
Risgaon,रिसगांव,2303,Dhamtari,Chattisgarh,Agmark
Sirri,सिरी,2303,Dhamtari,Chattisgarh,Agmark
Ahivara,अहिवारा,2304,Durg,Chattisgarh,Agmark
Dhamdha,धमधा,2304,Durg,Chattisgarh,Agmark
Durg,दुर्ग,2304,Durg,Chattisgarh,Agmark
Khamhariya,खम्हरिया,2304,Durg,Chattisgarh,Agmark
Patan,पाटन,2304,Durg,Chattisgarh,Agmark
Ambagarh Chowki,अंबागढ़ चौकी,2305,Rajnandgaon,Chattisgarh,Agmark
Bandhabazar,बांधबाजार,2305,Rajnandgaon,Chattisgarh,Agmark
Bazar Atriya,बाजार अटरिया,2305,Rajnandgaon,Chattisgarh,Agmark
Chhuria,छुरिया,2305,Rajnandgaon,Chattisgarh,Agmark
Dongargaon,डोंगरगांव,2305,Rajnandgaon,Chattisgarh,Agmark
Dongargarh,डोंगरगढ़,2305,Rajnandgaon,Chattisgarh,Agmark
Gandai,गंडई,2305,Rajnandgaon,Chattisgarh,Agmark
Kheragarh,खेरागढ़,2305,Rajnandgaon,Chattisgarh,Agmark
Patewa,पटेवा,2305,Rajnandgaon,Chattisgarh,Agmark
Rajnandgaon,राजनंदगांव,2305,Rajnandgaon,Chattisgarh,Agmark
Bastar,बस्तर,2307,Bastar,Chattisgarh,Agmark
Devda,देवड़ा,2307,Bastar,Chattisgarh,Agmark
Jagdalpur,जगदलपुर,2307,Bastar,Chattisgarh,Agmark
Jaitgiri,जैतगिरी,2307,Bastar,Chattisgarh,Agmark
Karpawand,करपवंद,2307,Bastar,Chattisgarh,Agmark
Lohandiguda,लोहंडीगुड़ा,2307,Bastar,Chattisgarh,Agmark
Muli,मूली,2307,Bastar,Chattisgarh,Agmark
Tokapal,तोकापाल,2307,Bastar,Chattisgarh,Agmark
Gidam,गीदम,2309,Dantewada,Chattisgarh,Agmark
Bartori,बार्टोरी,2310,Bilaspur,Chattisgarh,Agmark
Beltara,बेलतारा,2310,Bilaspur,Chattisgarh,Agmark
Bilaspur,बिलासपुर,2310,Bilaspur,Chattisgarh,Agmark
Bilha,बिल्हा,2310,Bilaspur,Chattisgarh,Agmark
